tconst,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,ordering,category,job,seasonNumber,episodeNumber,primaryName,birthYear,deathYear,primaryProfession
tt82204507,Lucy and the Raffle,Lucy and the Raffle,1971,30,Comedy,7.5,27,6,writer,written by,3,19,Ray Singer,1916,1992,"writer,producer,script_department"
tt82210559,King of the BeastsCat Can Do,King of the BeastsCat Can Do,1984,23,"Adventure,Animation,Comedy",6.0,17,6,producer,producer,1,6,Denis Héroux,1940,2015,"producer,director,writer"
tt82215632,Johnny and the BeanstalkA Boy and His BirdApe Is Enough,Johnny and the BeanstalkA Boy and His BirdApe Is Enough,1999,21,"Adventure,Animation,Comedy",7.3,70,8,writer,written by,2,8,David Schwartz,1954,2021,"art_department,director,writer"
tt82279561,Harry Catches Gold Fever,Harry Catches Gold Fever,1973,30,Comedy,7.0,25,9,writer,creator,6,12,Ray Singer,1916,1992,"writer,producer,script_department"
tt82323035,Getting Gregs Goat,Getting Gregs Goat,1973,25,"Comedy,Family",7.5,179,6,writer,written by,5,6,Milton Pascal,1908,1976,"writer,script_department,soundtrack"
tt82465181,Episode 170,Episode 170,1976,22,"Comedy,Romance",8.6,14,6,writer,creator,1,70,Jerry Adelman,1910,1980,"writer,production_manager,miscellaneous"
tt82478761,The Strange Quest of Claire Bingham,The Strange Quest of Claire Bingham,1967,75,Western,7.6,50,7,writer,writer,5,29,Joseph Hoffman,1909,1997,"writer,producer"
tt82605704,Your Home Sweet Home Is My Home,Your Home Sweet Home Is My Home,1965,30,"Comedy,Family",7.8,217,6,writer,written by,4,25,Howard Ostroff,1934,1990,writer
tt82637111,Its a Gift,Its a Gift,1969,24,"Comedy,Fantasy",7.4,29,10,producer,producer,1,20,Stanley Rubin,1917,2014,"producer,writer,actor"
tt82671527,Mary Janes Boyfriend,Mary Janes Boyfriend,1974,30,Comedy,7.4,24,9,writer,creator,6,20,Ray Singer,1916,1992,"writer,producer,script_department"
tt82744132,Make Me a Match,Make Me a Match,1969,24,"Comedy,Fantasy",7.4,30,9,producer,producer,1,22,Stanley Rubin,1917,2014,"producer,writer,actor"
tt82782399,How to Succeed in Business,How to Succeed in Business,1997,22,"Comedy,Drama,Family",7.7,202,8,writer,writer,5,9,Ellen Idelson,1961,2003,"producer,writer,actress"
tt82792488,Ride into Darkness,Ride into Darkness,1960,60,Western,8.3,68,6,writer,writer,2,5,Jerry Adelman,1910,1980,"writer,production_manager,miscellaneous"
tt82818679,Time Bomb,Time Bomb,1990,60,"Drama,Romance",5.4,29,8,producer,producer,9,11,Philip L. Parslow,1936,2003,"producer,assistant_director,production_manager"
tt82872316,The Last Dive,The Last Dive,1957,30,"Action,War",7.9,8,7,producer,producer,1,27,George Cahan,1919,1991,"director,producer,miscellaneous"
tt82906033,The USS Cods Lost Boarding Party,The USS Cods Lost Boarding Party,1958,30,"Action,War",7.8,7,8,producer,producer,2,13,George Cahan,1919,1991,"director,producer,miscellaneous"
tt82947556,Peacemaker,Peacemaker,1988,51,"Comedy,Crime,Drama",6.7,9,9,writer,creator,3,8,William Stair,1939,1991,"writer,miscellaneous,editorial_department"
tt82958235,Lucy and the RingaDing Ring,Lucy and the RingaDing Ring,1966,30,Comedy,7.1,60,7,writer,written by,5,5,Ray Singer,1916,1992,"writer,producer,script_department"
tt82967194,Call to Glory Part 3,Call to Glory Part 3,1966,22,Western,7.9,15,8,writer,writer,2,26,Jerry Ziegman,1937,1998,"writer,miscellaneous"
tt82972173,Man on a String,Man on a String,1964,48,"Adventure,Crime,Drama",8.1,182,7,writer,written by,2,3,Milton Merlin,1905,1996,"producer,writer,miscellaneous"
tt82986286,Tuscany Venus,Tuscany Venus,1988,60,"Drama,Romance",6.4,31,8,producer,producer,8,5,Philip L. Parslow,1936,2003,"producer,assistant_director,production_manager"
tt83017040,The Lipizzaner Mystery,The Lipizzaner Mystery,1985,22,"Action,Adventure,Animation",6.5,26,9,producer,producer,1,36,Denis Héroux,1940,2015,"producer,director,writer"
tt83017302,The Case of the Negligent Nymph,The Case of the Negligent Nymph,1957,60,"Crime,Drama,Mystery",7.9,403,10,cinematographer,director of photography,1,12,Frank Redman,1901,1966,"cinematographer,camera_department"
tt83034175,Stranger in the Desert,Stranger in the Desert,1955,30,"Adventure,Drama,Sci-Fi",6.3,28,6,writer,teleplay,1,5,Robert M. Fresco,1930,2014,"writer,director,producer"
tt83061636,The Johanna Judson Story,The Johanna Judson Story,1958,30,Drama,7.8,10,6,writer,written by,4,23,DeVallon Scott,1910,1997,"writer,producer"
tt83101866,The Gifts,The Gifts,1969,60,Western,8.9,31,9,producer,producer,2,5,Alan A. Armer,1922,2010,"producer,director,writer"
tt83148705,Episode 13,Episode 13,1976,22,"Comedy,Romance",7.8,35,6,writer,created by,1,3,Jerry Adelman,1910,1980,"writer,production_manager,miscellaneous"
tt83192966,Incident of the Curious Street,Incident of the Curious Street,1959,51,Western,7.3,125,7,writer,teleplay,1,13,Earl Baldwin,1901,1970,"writer,miscellaneous,producer"
tt83214382,Guess Who Owes Lucy 2350,Guess Who Owes Lucy 2350,1968,30,Comedy,7.2,39,9,writer,creator,1,11,Ray Singer,1916,1992,"writer,producer,script_department"
tt83272556,The FiveRing Circus,The FiveRing Circus,1957,30,"Action,War",8.0,8,7,producer,producer,1,9,George Cahan,1919,1991,"director,producer,miscellaneous"
tt83361646,Solomons Choice,Solomons Choice,1989,60,"Drama,Romance",6.6,30,8,producer,producer,8,8,Philip L. Parslow,1936,2003,"producer,assistant_director,production_manager"
tt83369496,Episode 116,Episode 116,1976,22,"Comedy,Romance",7.8,23,6,writer,created by,1,16,Jerry Adelman,1910,1980,"writer,production_manager,miscellaneous"
tt83395655,The Scavengers,The Scavengers,1959,25,Western,7.9,49,6,writer,creator,1,6,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt83424000,Girl from Grantsville,Girl from Grantsville,1960,30,Western,8.2,34,6,writer,writer,2,27,Clair Huffaker,1926,1990,writer
tt83486354,Lucy the Peacemaker,Lucy the Peacemaker,1973,30,Comedy,7.0,21,7,writer,created by,6,3,Ray Singer,1916,1992,"writer,producer,script_department"
tt83535372,The Case of the IllFated Faker,The Case of the IllFated Faker,1960,60,"Crime,Drama,Mystery",8.6,310,10,cinematographer,director of photography,4,3,Frank Redman,1901,1966,"cinematographer,camera_department"
tt83537293,Angels Travel on Lonely Roads Part 1,Angels Travel on Lonely Roads Part 1,1964,51,"Adventure,Crime,Drama",8.0,190,8,producer,producer,1,22,Alan A. Armer,1922,2010,"producer,director,writer"
tt83558342,Lucy Sues Mooney,Lucy Sues Mooney,1967,30,Comedy,6.9,37,6,writer,written by,6,12,Ray Singer,1916,1992,"writer,producer,script_department"
tt83574448,Mayhem at the Market,Mayhem at the Market,1959,26,"Action,Adventure,Western",7.5,37,6,writer,teleplay,1,16,Theodore Ferro,1924,2003,writer
tt83602734,The Case of the Lavender Lipstick,The Case of the Lavender Lipstick,1960,60,"Crime,Drama,Mystery",8.0,269,9,cinematographer,director of photography,4,5,Frank Redman,1901,1966,"cinematographer,camera_department"
tt83637036,Housewarming,Housewarming,1958,30,"Comedy,Mystery",7.0,8,8,producer,producer,2,2,Robert L. Welch,1910,1964,"producer,writer,director"
tt83685107,Misfits,Misfits,1959,25,Western,7.9,43,6,writer,creator,1,9,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt83685384,Homemade Murder,Homemade Murder,1981,60,"Action,Adventure,Crime",7.5,103,7,writer,teleplay,2,13,Leonard Kantor,1920,1984,writer
tt83700613,Witness in the Window,Witness in the Window,1960,30,"Action,Crime,Drama",7.3,66,7,writer,written by,2,31,Lewis Reed,1921,1970,"writer,producer"
tt83737027,APB,APB,1965,50,"Adventure,Crime,Drama",7.8,134,8,producer,producer,2,28,Alan A. Armer,1922,2010,"producer,director,writer"
tt83746907,The Iron Man,The Iron Man,1962,60,"Crime,Drama",8.0,13,9,cinematographer,director of photography,1,25,Morris Hartzband,1911,1970,"cinematographer,camera_department"
tt83750959,Lucy and the Stolen Stole,Lucy and the Stolen Stole,1968,30,Comedy,6.6,35,7,writer,written by,6,19,Ray Singer,1916,1992,"writer,producer,script_department"
tt83843956,The Condemned,The Condemned,1967,60,"Drama,Sci-Fi,Thriller",7.6,175,8,producer,producer,1,17,Alan A. Armer,1922,2010,"producer,director,writer"
tt83884907,Milton Berle Is the Life of the Party,Milton Berle Is the Life of the Party,1974,30,Comedy,7.5,27,9,writer,created by,6,19,Ray Singer,1916,1992,"writer,producer,script_department"
tt84089358,The Invalid,The Invalid,1958,26,Mystery,6.8,5,9,writer,writer,1,30,Ted Thomas,1904,1992,"writer,miscellaneous"
tt84094295,The Measure of a Man,The Measure of a Man,1969,60,Western,8.7,32,8,producer,producer,1,25,Alan A. Armer,1922,2010,"producer,director,writer"
tt84201977,A Piece of the RockDivide and Clobber,A Piece of the RockDivide and Clobber,1984,22,"Adventure,Animation,Comedy",5.6,9,9,producer,producer,1,53,Denis Héroux,1940,2015,"producer,director,writer"
tt84263190,The Cave Family Swingers,The Cave Family Swingers,1967,30,"Comedy,Sci-Fi",5.8,18,9,producer,producer,1,21,George Cahan,1919,1991,"director,producer,miscellaneous"
tt84341923,The Jade Empress,The Jade Empress,1960,60,Adventure,8.0,9,6,writer,creator,1,5,Robert Buckner,1906,1989,"writer,producer,miscellaneous"
tt84374002,The Death of Gray,The Death of Gray,1960,25,Western,8.1,46,6,writer,creator,1,13,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt84379625,The Saucer,The Saucer,1967,60,"Drama,Sci-Fi,Thriller",7.9,177,8,producer,producer,2,2,Alan A. Armer,1922,2010,"producer,director,writer"
tt84476991,Diamond Flush,Diamond Flush,1961,60,"Comedy,Western",7.5,47,7,writer,teleplay,4,21,Paul Leslie Peil,1912,1979,"writer,miscellaneous"
tt84512173,Summit Meeting Part II,Summit Meeting Part II,1967,60,"Drama,Sci-Fi,Thriller",8.0,164,8,producer,producer,2,10,Alan A. Armer,1922,2010,"producer,director,writer"
tt84590847,Call to Glory Part 1,Call to Glory Part 1,1966,22,Western,8.2,17,8,writer,writer,2,24,Jerry Ziegman,1937,1998,"writer,miscellaneous"
tt84724008,The Case of the Crooked Candle,The Case of the Crooked Candle,1957,52,"Crime,Drama,Mystery",7.7,394,10,cinematographer,director of photography,1,11,Frank Redman,1901,1966,"cinematographer,camera_department"
tt84748538,Episode 131,Episode 131,1976,22,"Comedy,Romance",8.1,14,6,writer,created by,1,31,Jerry Adelman,1910,1980,"writer,production_manager,miscellaneous"
tt84754031,The Boy Between,The Boy Between,1961,60,"Crime,Drama",7.6,22,9,cinematographer,director of photography,1,6,Morris Hartzband,1911,1970,"cinematographer,camera_department"
tt84861573,Along Came a Spider,Along Came a Spider,1962,60,"Crime,Drama",8.2,13,9,cinematographer,director of photography,1,31,Morris Hartzband,1911,1970,"cinematographer,camera_department"
tt84862509,The Butler Did It,The Butler Did It,1965,26,Comedy,6.6,29,7,writer,written by,3,15,Al Schwartz,1910,1988,"writer,script_department"
tt84910207,Ugly,Ugly,2007,45,"Drama,Mystery",8.2,2497,7,writer,written by,4,7,Sean Whitesell,1963,2015,"producer,writer,actor"
tt84927206,Two of a Kind,Two of a Kind,1964,60,"Adventure,Comedy,Crime",7.4,13,6,writer,written by,1,8,Leonard Kantor,1920,1984,writer
tt84928939,Minder,Minder,1992,50,"Comedy,Crime,Drama",6.0,8,8,writer,creator,7,9,William Stair,1939,1991,"writer,miscellaneous,editorial_department"
tt85040333,The Duke,The Duke,1961,60,Western,7.1,107,7,writer,story,2,25,Theodore Ferro,1924,2003,writer
tt85091707,Rogue Stallion,Rogue Stallion,1955,30,"Adventure,Western",6.0,10,9,cinematographer,director of photography,1,9,Karl Struss,1886,1981,"cinematographer,camera_department,director"
tt85280181,Yo Adrian,Yo Adrian,2005,44,"Crime,Drama,Mystery",7.2,295,7,writer,written by,2,12,Sean Whitesell,1963,2015,"producer,writer,actor"
tt85336071,Glasshouse People,Glasshouse People,1986,50,"Comedy,Crime,Drama",7.1,11,8,writer,creator,1,6,William Stair,1939,1991,"writer,miscellaneous,editorial_department"
tt85364116,Rebel Without a ClawsThe Farming Life Aint Me,Rebel Without a ClawsThe Farming Life Aint Me,1984,19,"Adventure,Animation,Comedy",6.6,20,9,producer,producer,1,4,Denis Héroux,1940,2015,"producer,director,writer"
tt85430739,The Mad Home Wrecker,The Mad Home Wrecker,1969,25,"Comedy,Family,Fantasy",6.8,164,7,writer,written by,5,9,Howard Ostroff,1934,1990,writer
tt85461750,The Belles of St Godwalds,The Belles of St Godwalds,1990,50,"Comedy,Crime,Drama",6.6,7,8,writer,creator,5,7,William Stair,1939,1991,"writer,miscellaneous,editorial_department"
tt85469888,Ballad for a Ghost,Ballad for a Ghost,1964,50,"Adventure,Crime,Drama",8.0,159,9,producer,producer,2,15,Alan A. Armer,1922,2010,"producer,director,writer"
tt85539612,Northwest Passage to Acocks Green,Northwest Passage to Acocks Green,1986,50,"Comedy,Crime,Drama",7.0,12,9,producer,producer,1,7,Kenny McBain,1946,1989,"producer,director,miscellaneous"
tt85584370,A Taste of Tomorrow,A Taste of Tomorrow,1966,50,"Adventure,Crime,Drama",7.6,122,9,producer,producer,3,28,Alan A. Armer,1922,2010,"producer,director,writer"
tt85637397,Saturday Lost,Saturday Lost,1958,30,"Crime,Drama",6.7,32,8,cinematographer,director of photography,1,24,Morris Hartzband,1911,1970,"cinematographer,camera_department"
tt85639938,Danny and the Brownies,Danny and the Brownies,1961,30,"Comedy,Family",7.8,14,6,writer,written by,9,9,Ray Singer,1916,1992,"writer,producer,script_department"
tt85650412,The Iron Silence,The Iron Silence,1961,30,"Comedy,Drama",7.4,9,8,producer,producer,10,3,Stanley Rubin,1917,2014,"producer,writer,actor"
tt85683704,Will the Real Jan Brady Please Stand Up,Will the Real Jan Brady Please Stand Up,1971,25,"Comedy,Family",7.7,213,7,writer,written by,2,15,Al Schwartz,1910,1988,"writer,script_department"
tt85694901,Nightmare,Nightmare,1967,60,"Drama,Sci-Fi,Thriller",7.2,206,8,producer,producer,1,6,Alan A. Armer,1922,2010,"producer,director,writer"
tt85817830,Two of a Kind,Two of a Kind,1959,30,Adventure,8.5,8,6,writer,written by,3,15,Jerry Adelman,1910,1980,"writer,production_manager,miscellaneous"
tt85820188,The Tshushima Straits Story,The Tshushima Straits Story,1957,30,"Action,War",8.0,7,7,producer,producer,1,35,George Cahan,1919,1991,"director,producer,miscellaneous"
tt85851236,Incident Down South,Incident Down South,1958,30,"Action,War",8.0,7,7,producer,producer,2,10,George Cahan,1919,1991,"director,producer,miscellaneous"
tt85868311,Yesterdays Vendetta,Yesterdays Vendetta,1969,60,Western,8.3,31,8,producer,producer,1,16,Alan A. Armer,1922,2010,"producer,director,writer"
tt85889594,Lucy Carter Meets Lucille Ball,Lucy Carter Meets Lucille Ball,1974,30,Comedy,7.7,47,8,writer,creator,6,22,Ray Singer,1916,1992,"writer,producer,script_department"
tt85919658,Thank God Its Doomsday,Thank God Its Doomsday,2005,30,"Animation,Comedy",7.2,1421,10,writer,written by,16,19,Don Payne,1964,2013,"producer,writer,miscellaneous"
tt85922051,The Unicorn,The Unicorn,1973,52,"Action,Crime,Drama",7.2,104,6,writer,teleplay,1,25,Jerry Ziegman,1937,1998,"writer,miscellaneous"
tt85929505,Operation Seadragon,Operation Seadragon,1958,30,"Action,War",8.1,8,7,producer,producer,2,28,George Cahan,1919,1991,"director,producer,miscellaneous"
tt85952200,The Honeymoon,The Honeymoon,1981,48,"Drama,Romance",7.3,104,10,producer,producer,1,4,Philip L. Parslow,1936,2003,"producer,assistant_director,production_manager"
tt85968305,Cool Hand Phil,Cool Hand Phil,1981,30,Comedy,5.3,16,9,producer,producer,1,6,John Thomas Lenox,1946,1996,"production_manager,assistant_director,producer"
tt85992505,Davys Friend,Davys Friend,1962,30,Western,7.7,29,9,editor,supervising editor,11,9,Fred W. Berger,1908,2003,"editorial_department,editor"
tt85998958,Cross Cut,Cross Cut,1961,26,Western,6.8,19,8,producer,producer,1,13,Joseph Hoffman,1909,1997,"writer,producer"
tt86116273,Satans Wail,Satans Wail,1957,30,"Adventure,Western",7.5,16,6,writer,writer,1,10,Earl Baldwin,1901,1970,"writer,miscellaneous,producer"
tt86148631,Mr Perfect,Mr Perfect,1968,24,"Comedy,Fantasy",7.9,34,9,producer,producer,1,14,Stanley Rubin,1917,2014,"producer,writer,actor"
tt86223916,Lucys Working Daughter,Lucys Working Daughter,1968,30,Comedy,7.9,45,8,writer,creator,1,10,Ray Singer,1916,1992,"writer,producer,script_department"
tt86398793,The Case of the GreenEyed Sister,The Case of the GreenEyed Sister,1958,60,"Crime,Drama,Mystery",7.9,329,10,cinematographer,director of photography,1,21,Frank Redman,1901,1966,"cinematographer,camera_department"
tt86423457,The Invasion of Rome,The Invasion of Rome,2011,57,"Biography,Drama,History",7.8,138,10,writer,teleplay,1,9,Sean Whitesell,1963,2015,"producer,writer,actor"
tt86461949,Jeu de massacre,Jeu de massacre,2009,85,Drama,7.2,8,7,writer,creator,11,3,Thierry Jonquet,1954,2009,writer
tt86550425,Slight Touch of Homicide,Slight Touch of Homicide,1960,25,"Action,Crime,Drama",8.0,70,7,writer,written by,2,28,Lewis Reed,1921,1970,"writer,producer"
tt86614524,High Swing,High Swing,1958,26,"Crime,Drama",7.3,40,8,cinematographer,director of photography,1,25,Morris Hartzband,1911,1970,"cinematographer,camera_department"
tt86635475,The Empty Chute,The Empty Chute,1962,60,"Crime,Drama",8.0,16,9,cinematographer,director of photography,1,22,Morris Hartzband,1911,1970,"cinematographer,camera_department"
tt86659919,Bamboo IslandSuper Hero Mungo,Bamboo IslandSuper Hero Mungo,1984,23,"Adventure,Animation,Comedy",5.6,9,9,producer,producer,1,37,Denis Héroux,1940,2015,"producer,director,writer"
tt86710123,Bloodline,Bloodline,1964,51,"Adventure,Crime,Drama",7.4,173,9,producer,producer,1,20,Alan A. Armer,1922,2010,"producer,director,writer"
tt86714399,The Case of the Desperate Daughter,The Case of the Desperate Daughter,1958,60,"Crime,Drama,Mystery",7.6,330,10,cinematographer,director of photography,1,27,Frank Redman,1901,1966,"cinematographer,camera_department"
tt86723250,Decision,Decision,1964,60,"Drama,War",8.4,40,6,writer,teleplay,1,7,Clair Huffaker,1926,1990,writer
tt86876706,The Lost Silk Hat,The Lost Silk Hat,1952,30,"Comedy,Crime,Drama",5.8,39,7,writer,television play,1,3,Milton Merlin,1905,1996,"producer,writer,miscellaneous"
tt87046222,Lucy and Andy Griffith,Lucy and Andy Griffith,1973,30,Comedy,6.7,34,8,writer,creator,6,8,Ray Singer,1916,1992,"writer,producer,script_department"
tt87080520,Kitten SmittenYoung Cat with a Horn,Kitten SmittenYoung Cat with a Horn,1984,23,"Adventure,Animation,Comedy",6.4,13,9,producer,producer,1,25,Denis Héroux,1940,2015,"producer,director,writer"
tt87135965,The Ransom,The Ransom,1967,60,"Drama,Sci-Fi,Thriller",7.7,150,8,producer,producer,2,15,Alan A. Armer,1922,2010,"producer,director,writer"
tt87145235,Lucy Bags a Bargain,Lucy Bags a Bargain,1966,30,Comedy,7.1,40,7,writer,written by,4,17,Howard Ostroff,1934,1990,writer
tt87225215,Charley and the Dancing Lesson,Charley and the Dancing Lesson,1965,30,"Comedy,Family",7.1,43,6,writer,written by,6,9,Joseph Hoffman,1909,1997,"writer,producer"
tt87241037,Man on a Mountain,Man on a Mountain,1960,30,Western,8.0,29,7,writer,writer,2,36,Clair Huffaker,1926,1990,writer
tt87372174,The Tangs Last Shot,The Tangs Last Shot,1957,30,"Action,War",8.3,7,6,writer,teleplay,1,37,Milton Geiger,1907,1971,"writer,director"
tt87453221,Lucy and Danny Thomas,Lucy and Danny Thomas,1973,30,Comedy,7.2,33,8,writer,creator,6,1,Ray Singer,1916,1992,"writer,producer,script_department"
tt87507889,Julesburg,Julesburg,1955,50,Western,7.7,131,6,writer,written by,1,2,Charles Lang,1915,2004,"actor,writer,soundtrack"
tt87555721,Shoplifter at Shady Rest,Shoplifter at Shady Rest,1967,25,Comedy,7.2,24,7,writer,written by,4,20,Al Schwartz,1910,1988,"writer,script_department"
tt87654817,The Grand Duke,The Grand Duke,1959,25,Western,8.5,18,8,writer,story,8,4,Ted Thomas,1904,1992,"writer,miscellaneous"
tt87770105,Shadow of a Dead Man,Shadow of a Dead Man,1970,60,Western,8.8,31,8,producer,producer,2,13,Alan A. Armer,1922,2010,"producer,director,writer"
tt87770354,Scream of Silence,Scream of Silence,1971,51,"Action,Crime,Drama",7.9,111,8,producer,producer,1,5,Alan A. Armer,1922,2010,"producer,director,writer"
tt87786654,Cindy Brady Lady,Cindy Brady Lady,1972,26,"Comedy,Family",6.5,148,7,writer,written by,3,21,Al Schwartz,1910,1988,"writer,script_department"
tt87825671,Someones on the Ski Lift with Dinah,Someones on the Ski Lift with Dinah,1971,30,Comedy,7.4,28,9,writer,creator,4,7,Ray Singer,1916,1992,"writer,producer,script_department"
tt87881004,The Case of the Fiery Fingers,The Case of the Fiery Fingers,1958,52,"Crime,Drama,Mystery",8.1,349,10,cinematographer,director of photography,1,31,Frank Redman,1901,1966,"cinematographer,camera_department"
tt87899486,Brotherly Love,Brotherly Love,1990,60,"Drama,Romance",5.5,30,8,producer,producer,9,14,Philip L. Parslow,1936,2003,"producer,assistant_director,production_manager"
tt88041680,The Payment,The Payment,1960,30,Western,8.2,34,8,writer,story,2,31,Lewis Reed,1921,1970,"writer,producer"
tt88149917,Hondo and the Savage,Hondo and the Savage,1967,60,Western,6.7,20,7,writer,series developer,1,5,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt88197784,No Less a Man,No Less a Man,1964,60,Western,7.8,98,6,writer,written by,5,24,Jerry Adelman,1910,1980,"writer,production_manager,miscellaneous"
tt88262742,Dear Dad,Dear Dad,1972,25,"Comedy,Drama,War",8.1,709,10,editor,film editor,1,12,Fred W. Berger,1908,2003,"editorial_department,editor"
tt88282464,Blind Mans Bluff,Blind Mans Bluff,1969,60,Western,9.3,46,8,producer,producer,2,1,Alan A. Armer,1922,2010,"producer,director,writer"
tt88303418,War Hero,War Hero,1962,60,Western,7.8,55,6,writer,writer,4,2,Sam Ross,1911,1998,writer
tt88331846,Episode 110,Episode 110,1976,22,"Comedy,Romance",7.7,33,6,writer,created by,1,10,Jerry Adelman,1910,1980,"writer,production_manager,miscellaneous"
tt88377201,Episode 19,Episode 19,1964,30,"Drama,Romance",7.6,10,9,writer,written by,1,9,Mathilde Ferro,1906,1990,writer
tt88384345,Hondo and the War Hawks,Hondo and the War Hawks,1967,60,Western,7.1,17,6,writer,series developer,1,7,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt88457091,Special Delivery,Special Delivery,1987,50,"Comedy,Crime,Drama",6.8,10,8,writer,creator,2,2,William Stair,1939,1991,"writer,miscellaneous,editorial_department"
tt88549611,The High Ground,The High Ground,1996,60,"Crime,Drama,Thriller",3.8,7,9,producer,producer,1,17,Philip L. Parslow,1936,2003,"producer,assistant_director,production_manager"
tt88580471,Answers to the Name of Watson,Answers to the Name of Watson,1986,52,"Comedy,Crime,Drama",6.7,12,9,producer,producer,1,3,Kenny McBain,1946,1989,"producer,director,miscellaneous"
tt88584590,Visitation,Visitation,2002,58,"Crime,Drama,Thriller",8.4,1852,7,producer,producer,5,1,Sean Whitesell,1963,2015,"producer,writer,actor"
tt88638226,Blue Norther,Blue Norther,1959,30,Western,6.7,7,6,writer,writer,2,5,Paul Leslie Peil,1912,1979,"writer,miscellaneous"
tt88736251,Lucy the Shopping Expert,Lucy the Shopping Expert,1969,30,Comedy,7.4,35,7,writer,written by,1,20,Al Schwartz,1910,1988,"writer,script_department"
tt88784816,Texas Rangers,Texas Rangers,1987,50,"Comedy,Crime,Drama",7.0,13,8,writer,creator,2,1,William Stair,1939,1991,"writer,miscellaneous,editorial_department"
tt88805748,The Wish List,The Wish List,1999,30,Comedy,7.0,19,9,writer,writer,4,7,Ellen Idelson,1961,2003,"producer,writer,actress"
tt88871358,Charley O the Seven Seas,Charley O the Seven Seas,1967,30,"Comedy,Family",6.4,42,7,writer,written by,7,25,Joseph Hoffman,1909,1997,"writer,producer"
tt88878026,Farewell My Lovelies,Farewell My Lovelies,1988,60,"Drama,Romance",7.1,38,8,producer,producer,8,2,Philip L. Parslow,1936,2003,"producer,assistant_director,production_manager"
tt88937492,Granpda vs GrandpaThe Big Game Hunter,Granpda vs GrandpaThe Big Game Hunter,1984,22,"Adventure,Animation,Comedy",5.6,9,9,producer,producer,1,58,Denis Héroux,1940,2015,"producer,director,writer"
tt88944525,Kim Moves Out,Kim Moves Out,1972,30,Comedy,8.0,26,9,writer,creator,4,20,Ray Singer,1916,1992,"writer,producer,script_department"
tt88982301,The Great Humbug,The Great Humbug,1969,60,Western,8.0,28,8,producer,producer,1,20,Alan A. Armer,1922,2010,"producer,director,writer"
tt89146213,Au coeur du piège,Au coeur du piège,2010,85,Drama,7.2,7,7,writer,creator,11,4,Thierry Jonquet,1954,2009,writer
tt89205307,First Arrest,First Arrest,1958,26,"Crime,Drama",7.2,24,8,cinematographer,director of photography,1,38,Morris Hartzband,1911,1970,"cinematographer,camera_department"
tt89234901,Welcome to Genesis,Welcome to Genesis,1969,60,Western,8.2,31,8,producer,producer,2,8,Alan A. Armer,1922,2010,"producer,director,writer"
tt89252863,Cave Movies,Cave Movies,1966,30,"Comedy,Sci-Fi",6.1,22,8,producer,producer,1,10,George Cahan,1919,1991,"director,producer,miscellaneous"
tt89335746,Lucy and the Celebrities,Lucy and the Celebrities,1971,30,Comedy,6.8,25,8,writer,creator,4,10,Ray Singer,1916,1992,"writer,producer,script_department"
tt89353283,Lucy and the Lost Star,Lucy and the Lost Star,1968,30,Comedy,6.5,218,6,writer,written by,6,22,Ray Singer,1916,1992,"writer,producer,script_department"
tt89358501,Lucy Gets Trapped,Lucy Gets Trapped,1967,30,Comedy,7.2,61,7,writer,written by,6,2,Ray Singer,1916,1992,"writer,producer,script_department"
tt89412798,The Missionaries,The Missionaries,1957,30,Western,7.3,8,9,producer,producer,1,17,Mel Epstein,1910,1994,"producer,production_manager,miscellaneous"
tt89607088,The Captive,The Captive,1967,60,"Drama,Sci-Fi,Thriller",7.6,164,8,producer,producer,2,13,Alan A. Armer,1922,2010,"producer,director,writer"
tt89711314,Total Recall,Total Recall,1963,30,"Comedy,Family",6.0,37,7,writer,teleplay & story,3,33,Elon Packard,1923,1977,"writer,script_department"
tt89727906,Ambush,Ambush,1956,30,"Family,Western",6.9,16,7,producer,producer,5,8,Jack Lacey,1903,1989,"producer,production_manager,assistant_director"
tt89761437,Episode 127,Episode 127,1964,30,"Drama,Romance",7.7,8,8,writer,written by,1,27,Theodore Ferro,1924,2003,writer
tt89785876,Lucy and Candid Camera,Lucy and Candid Camera,1971,30,Comedy,6.1,27,7,writer,written by,4,14,Al Schwartz,1910,1988,"writer,script_department"
tt89945092,The Ballad of Danny Brown,The Ballad of Danny Brown,1961,30,Western,7.2,29,7,writer,creator,2,30,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt89984058,Ride a CockHorse to Laramie Cross,Ride a CockHorse to Laramie Cross,1966,75,Western,8.5,73,6,writer,writer,4,23,Clair Huffaker,1926,1990,writer
tt90067461,Lucy Goes Hawaiian Part Two,Lucy Goes Hawaiian Part Two,1971,30,Comedy,7.6,26,6,writer,written by,3,24,Ray Singer,1916,1992,"writer,producer,script_department"
tt90103315,The Devil You Say,The Devil You Say,1961,30,"Comedy,Drama",7.6,10,7,producer,producer,9,17,Stanley Rubin,1917,2014,"producer,writer,actor"
